region,rank,division,summonerName,win,lose,winRatio,DorF
kr,CHALLENGER,-,살퀸레,618,541,0.5332,1
kr,CHALLENGER,-,BRO Listo,853,804,0.5148,2
kr,CHALLENGER,-,Fzz gege,289,238,0.5484,1
kr,CHALLENGER,-,BRO Hena,1185,1121,0.5139,1
kr,CHALLENGER,-,잠만뽀미,280,225,0.5545,1
kr,CHALLENGER,-,UPzhao641950117,542,447,0.548,0
kr,CHALLENGER,-,Azhy,577,507,0.5323,1
kr,CHALLENGER,-,El Matador 7 9,910,839,0.5203,0
kr,CHALLENGER,-,A2ST,637,593,0.5179,1
kr,CHALLENGER,-,폭시역군,176,115,0.6048,1
kr,CHALLENGER,-,요즘솔랭누가하냐,394,325,0.548,1
kr,CHALLENGER,-,hong he wo de,739,656,0.5297,1
kr,CHALLENGER,-,DK Kingdom,1206,1143,0.5134,1
kr,CHALLENGER,-,wndus,549,508,0.5194,1
kr,CHALLENGER,-,돼지와함께춤을a,626,549,0.5328,1
kr,CHALLENGER,-,갱붕이,1145,1058,0.5197,1
kr,CHALLENGER,-,Fisherr,890,854,0.5103,1
kr,CHALLENGER,-,디알엑스 제트,1253,1173,0.5165,1
kr,CHALLENGER,-,2005 AD KING,820,747,0.5233,0
kr,CHALLENGER,-,늪에 빠지다1,763,712,0.5173,1
kr,CHALLENGER,-,타락파워조이,326,285,0.5336,1
kr,CHALLENGER,-,길고먼여행지,354,284,0.5549,0
kr,CHALLENGER,-,데아시두스이어링,518,466,0.5264,3
kr,CHALLENGER,-,사막낙타,373,319,0.539,2
kr,CHALLENGER,-,유튜브 엉덩국곰,153,115,0.5709,1
kr,CHALLENGER,-,502 Error,129,79,0.6202,2
kr,CHALLENGER,-,BRO Loopy,827,768,0.5185,1
kr,CHALLENGER,-,날 건들지마날 ,191,146,0.5668,2
kr,CHALLENGER,-,우제우스,624,536,0.5379,1
kr,CHALLENGER,-,Epilogue for you,159,104,0.6046,1
kr,CHALLENGER,-,용호야,267,209,0.5609,2
kr,CHALLENGER,-,zzzzussss,224,167,0.5729,2
kr,CHALLENGER,-,Keinee,888,839,0.5142,0
kr,CHALLENGER,-,문효준,501,445,0.5296,1
kr,CHALLENGER,-,처음부터다시하다,601,511,0.5405,2
kr,CHALLENGER,-,woshifeji,973,904,0.5184,0
kr,CHALLENGER,-,T1 Roach,563,511,0.5242,2
kr,CHALLENGER,-,나도 행복하자,154,96,0.616,2
kr,CHALLENGER,-,KT 5kld,398,344,0.5364,1
kr,CHALLENGER,-,디알엑스 킹겐,707,618,0.5336,1
kr,CHALLENGER,-,교육잘받은도구,326,271,0.5461,1
kr,CHALLENGER,-,으라차차으라차차,174,106,0.6214,1
kr,CHALLENGER,-,쉔과나의연결고리,729,675,0.5192,1
kr,CHALLENGER,-,원딜은무기력하다,202,155,0.5658,1
kr,CHALLENGER,-,HLE Bautt,556,506,0.5235,0
kr,CHALLENGER,-,아프리카 아라드,340,274,0.5537,1
kr,CHALLENGER,-,Pnpm,248,181,0.5781,1
kr,CHALLENGER,-,Gen G Khael,460,405,0.5318,1
kr,CHALLENGER,-,당신은게임을왜함,776,740,0.5119,0
kr,CHALLENGER,-,Shadow FA 03,143,86,0.6245,1
kr,CHALLENGER,-,세상이무섭단말야,403,333,0.5476,1
kr,CHALLENGER,-,unlucky boy1,1124,1057,0.5154,1
kr,CHALLENGER,-,i Kimchi,118,68,0.6344,0
kr,CHALLENGER,-,어딘가좀아픈사람,958,906,0.5139,1
kr,CHALLENGER,-,deokdam,598,530,0.5301,2
kr,CHALLENGER,-,Youtube heeseong,357,296,0.5467,2
kr,CHALLENGER,-,BRO Hoya,414,335,0.5527,2
kr,CHALLENGER,-,FA Decky,958,876,0.5224,2
kr,CHALLENGER,-,tlvekdlrlrh,699,659,0.5147,2
kr,CHALLENGER,-,칼과 창 방패,320,250,0.5614,1
kr,CHALLENGER,-,krole,703,603,0.5383,2
kr,CHALLENGER,-,양념형,555,486,0.5331,1
kr,CHALLENGER,-,깨달음을얻은남자,741,653,0.5316,2
kr,CHALLENGER,-,초보강아지,343,294,0.5385,2
kr,CHALLENGER,-,D알엑스 표식,227,184,0.5523,1
kr,CHALLENGER,-,irasu1,434,361,0.5459,1
kr,CHALLENGER,-,도라시레미도,583,522,0.5276,0
kr,CHALLENGER,-,JustLikeThatKR,758,691,0.5231,1
kr,CHALLENGER,-,LSB DDahyuk,915,857,0.5164,2
kr,CHALLENGER,-,Juhana,1124,1065,0.5135,1
kr,CHALLENGER,-,Mung,308,226,0.5768,1
kr,CHALLENGER,-,Purpo지니,392,327,0.5452,0
kr,CHALLENGER,-,숨지마라 룰루,208,133,0.61,1
kr,CHALLENGER,-,사랑하지 않아,260,199,0.5664,2
kr,CHALLENGER,-,스물다섯번째밤,537,473,0.5317,2
kr,CHALLENGER,-,오뚜기3분미트볼,327,256,0.5609,1
kr,CHALLENGER,-,강의 듀오 제드팀,592,529,0.5281,0
kr,CHALLENGER,-,율천고 최현우,364,304,0.5449,1
kr,CHALLENGER,-,T1 Berserker,483,422,0.5337,1
kr,CHALLENGER,-,일산전영찬,245,184,0.5711,1
kr,CHALLENGER,-,Saebyuck,401,349,0.5347,2
kr,CHALLENGER,-,jusaka1,246,207,0.543,1
kr,CHALLENGER,-,Youtube Hongcono,259,214,0.5476,1
