playNum,rankINT,rankPoint,regionINT,0
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,114.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2889.0
-,-,-,-,487.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2884.0
-,-,-,-,287.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2727.0
-,-,-,-,287.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,-3000.0
-,-,-,-,188.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3044.0
-,-,-,-,334.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2726.0
-,-,-,-,436.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3015.0
-,-,-,-,288.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2872.0
-,-,-,-,667.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2868.0
-,-,-,-,585.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3226.0
-,-,-,-,677.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2075.0
-,-,-,-,320.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2862.0
-,-,-,-,585.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3105.0
-,-,-,-,820.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2086.0
-,-,-,-,200.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3034.0
-,-,-,-,186.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3033.0
-,-,-,-,250.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2807.0
-,-,-,-,293.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2999.0
-,-,-,-,350.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3302.0
-,-,-,-,371.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2881.0
-,-,-,-,819.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2454.0
-,-,-,-,492.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2888.0
-,-,-,-,634.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2509.0
-,-,-,-,465.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2877.0
-,-,-,-,556.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2889.0
-,-,-,-,260.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3136.0
-,-,-,-,351.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2850.0
-,-,-,-,417.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2793.0
-,-,-,-,205.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2891.0
-,-,-,-,350.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3075.0
-,-,-,-,188.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2965.0
-,-,-,-,208.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2899.0
-,-,-,-,1042.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,2766.0
-,-,-,-,632.0
-,-,-,-,0.0
-,-,-,-,0.0
-,-,-,-,3230.0
